,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),skills,name
169,3,3,3,2,"Machine Learning, MongoDB, Natural Language Processing (NLP), Python, Algorithms, Artificial Intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, Git, GitHub, Linux, Neural Networks, OpenCV, PostgreSQL, Postman, SQL, SQLite, Selenium, Business Analysis, Business Research, Data Analytics, Django, FastAPI, Flask, REST API",183
170,0,0,0,0,"English Proficiency (Written), Java, C Programming, Data Structures, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, SQL",184
171,2,2,0,0,"MS-Excel, MS-Office, MS-Word, C++ Programming, Data Analytics, Database Management System (DBMS), Machine Learning, Python, SQL, Statistics, Tableau, VHDL",185
172,2,2,0,2,"CSS, Data Science, Deep Learning, HTML, Image Processing, Machine Learning, MySQL, Python, Algorithms, Artificial Intelligence, C++ Programming, Computer Vision, Data Analytics, Data Structures, Flask, GitHub, MS-PowerPoint, Mathematics, MongoDB, Neural Networks, REST API, SQL",186
173,2,2,2,1,"English Proficiency (Spoken), English Proficiency (Written), Artificial intelligence, C++ Programming, Data Analytics, Data Science, HTML, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Deep Learning, NoSQL, R Programming, SQL",187
174,2,0,0,0,"C Programming, English Proficiency (Spoken), Algorithms, Artificial Intelligence, Data Structures, English Proficiency (Written), GitHub, Java, Python, SQL",188
175,3,0,0,0,"Python, Data Analytics, Data Science, English Proficiency (Spoken), Power BI",189
176,2,2,0,0,"C Programming, CSS, Cloud Computing, HTML, Machine Learning, Python, ReactJS",191
177,2,2,2,2,"English Proficiency (Spoken), Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Business Analysis, Data Analytics, Data Science, Deep Learning, English Proficiency (Written), Machine Learning, Natural Language Processing (NLP), Python, SQL, Video Editing, Video Making",192
178,2,0,0,0,"C++ Programming, CSS, HTML, MS-Excel, MySQL, Python, JavaScript",193
179,3,2,0,1,"CSS, HTML, JavaScript, MySQL, Python, Artificial intelligence, Java, Machine Learning, MongoDB, Node.js, Deep Learning",194
180,2,0,0,0,"C Programming, C++ Programming, Database Management System (DBMS), MS-Office, Python, SQL, Android, Java, JavaScript",195
181,2,2,2,1,"SQL, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Artificial Intelligence, Deep Learning",196
182,3,2,0,0,"Python, .NET, C Programming, Flask, HTML, JavaScript, MS-Excel, MS-Office, Machine Learning, MongoDB, MySQL, Postman, Selenium, GitHub, Java",198
183,3,0,0,0,"CSS, HTML, Java, MySQL, Node.js, Python, ReactJS, Django, Express.js, JavaScript, MongoDB, Spring MVC",199
184,3,0,0,0,"MS-Excel, Python, Data Analytics, MS-PowerPoint, Power BI, SQL, Tableau",200
185,1,0,0,0,"Java, Business Analysis, Python, WordPress",201
186,1,1,0,0,"Machine Learning, MySQL, Python, Statistical Modeling",202
187,2,2,2,1,"C Programming, Data Analytics, Data Science, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Data Structures, Deep Learning, Power BI",203
188,2,0,0,0,"CSS, HTML, JavaScript, Python, Search Engine Optimization (SEO), Tailwind CSS, WordPress, Computer Networking, Data Structures, Database Management System (DBMS), Django, Git, MySQL, Node.js, PHP, ReactJS",204
189,2,2,2,3,"Deep Learning, HTML, CSS, Computer Vision, Django, JavaScript, Machine Learning, Natural Language Processing (NLP), Python",205
190,2,3,2,2,"Algorithms, Amazon Web Services (AWS), C++ Programming, Hindi Proficiency (Spoken), Machine Learning, Cloud Computing, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Flask, Natural Language Processing (NLP), Neural Networks, Python, Tableau, DevOps, Java",206
191,2,2,0,1,"Data Analytics, Data Science, Django, Flask, Machine Learning, Python, R Programming, ReactJS, Deep Learning",207
192,2,2,0,0,"Data Analytics, Data Science, MS-Excel, Machine Learning, Python, SQL",208
193,2,2,0,0,"Mathematics, Statistics, MS-Excel, Machine Learning, Power BI, Python, R Programming, SQL",209
194,2,2,0,1,"Django, HTML, Machine Learning, Python, REST API, Algorithms, Artificial Intelligence, C++ Programming, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, GitHub, Microsoft Azure, MongoDB, NoSQL, OpenCV, Power BI, SQL",211
195,2,3,0,0,"Machine Learning, Data Science, Python",212
196,2,2,0,0,"MS-Excel, Arduino, Data Analytics, Database Management System (DBMS), Embedded Systems, Machine Learning, Python, SQL, Statistics, Tableau",213
197,2,2,0,0,"MS-Excel, Data Analytics, Figma, Machine Learning, MongoDB, MySQL, Python",214
198,0,0,0,0,"Database Testing, English Proficiency (Spoken), MS-Office, SQL, MS-Word",215
199,1,0,0,0,"C++ Programming, CSS, Data Science, Java, Python, Salesforce",216
200,2,1,0,1,"CSS, HTML, C Programming, JavaScript, MATLAB, Python, Deep Learning, Machine Learning",217
201,2,0,0,0,"C Programming, CSS, Chemistry, English Proficiency (Written), HTML, Time Management, English Proficiency (Spoken), MS-Office, Python",218
202,2,2,0,2,"Deep Learning, Java, Machine Learning, Photography, Python, SQL, Video Editing",219
203,2,0,0,0,"MS-PowerPoint, C Programming, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, JavaScript, MS-Excel, MS-Word, Python",220
204,2,1,1,0,"English Proficiency (Written), MS-Excel, Data Analytics, English Proficiency (Spoken), Power BI, Python, SQL, Tableau, Java, JavaScript, Machine Learning, Natural Language Processing (NLP), Neural Networks, REST API",221
205,2,1,0,0,"MS-Excel, Power BI, Python, SQL, Tableau, Machine Learning",222
206,2,3,0,2,"Machine Learning, ASP.NET, C Programming, C#.NET, Deep Learning, HTML, MS-Excel, MySQL, Python, Bootstrap, CSS, Tableau, WordPress",223
207,2,2,0,0,"Java, Machine Learning, MySQL, Python",224
208,3,2,0,1,"Python, C Programming, Data Analytics, Django, Java, Machine Learning, SQL, Deep Learning",225
209,3,3,2,2,"Machine Learning, Python, Artificial Intelligence, C Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Java, Natural Language Processing (NLP), R Programming, SQL",226
210,2,3,0,0,"MS-PowerPoint, MS-Word, Machine Learning, BIG DATA ANALYTICS, Canva, Python, C Programming, Hadoop, MongoDB, NoSQL, SQL",227
211,2,2,0,2,"Adobe Photoshop, C Programming, C++ Programming, Data Science, Data Structures, Deep Learning, Git, Java, JavaScript, Machine Learning, MongoDB, Neural Networks, Node.js, Postman, Python, ReactJS, SQL, Adobe Illustrator, DevOps",228
212,3,3,3,2,"Algorithms, Artificial intelligence, Data Analytics, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, Machine Learning, Mathematics, MySQL, Natural Language Processing (NLP), Neural Networks, NoSQL, Python, SQL, Statistics, C Programming, Deep Learning, Java",229
213,2,2,0,1,"Data Analytics, English Proficiency (Written), Machine Learning, Python, Deep Learning, MS-Excel, MySQL",230
214,0,0,0,0,"Biology, English Proficiency (Spoken), English Proficiency (Written)",231
215,3,2,0,0,"MS-Excel, Python, SQL, Statistics, Django, MATLAB, Machine Learning, Power BI",232
216,3,0,3,2,"C Programming, CSS, HTML, MS-PowerPoint, MS-Word, Natural Language Processing (NLP), Python, C++ Programming, Deep Learning, Java, JavaScript, MySQL, PHP, Computer Vision",233
217,2,2,2,2,"Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, SQL, Data Analytics",234
218,2,0,0,0,"Bootstrap, C Programming, C++ Programming, CSS, HTML, JavaScript, Python",235
219,0,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, SQL, Java, Oracle",236
220,3,3,3,3,"Artificial Intelligence, Computer Vision, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, ReactJS",237
221,1,2,0,0,"Machine Learning, MySQL, Python",239
222,2,0,0,0,"Adobe XD, Blockchain, C++ Programming, Catia, Data Science, Java, JavaScript, MySQL, Node.js, Python, R Programming, SolidWorks, Solidity, UI & UX Design, Webflow",240
223,2,2,2,0,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, SQL, Machine Learning, Natural Language Processing (NLP), Power BI, Python, Tableau",241
224,2,1,2,0,"MS-Excel, Natural Language Processing (NLP), Python, SQL, Selenium, Tableau, Machine Learning",242
225,2,2,2,2,"MS-Excel, MS-Office, Arduino, C Programming, CSS, Deep Learning, HTML, Internet of Things (IoT), Java, MATLAB, Machine Learning, Natural Language Processing (NLP), Python, JavaScript, SQL",243
226,2,2,1,2,"Mathematics, Statistics, Deep Learning, Machine Learning, Python, Natural Language Processing (NLP), SQL",244
227,2,1,0,0,"Python, HTML, Machine Learning",245
228,1,2,0,1,"CSS, HTML, JavaScript, Machine Learning, Artificial Intelligence, Data Analytics, Data Science, Deep Learning, Python, ReactJS",246
229,3,3,3,3,"Deep Learning, Flask, Hadoop, JavaScript, Machine Learning, Natural Language Processing (NLP), Node.js, Power BI, Python, R Programming, REST API, ReactJS, SQL, Statistical Modeling, Statistics, Tableau, BIG DATA ANALYTICS, English Proficiency (Spoken), English Proficiency (Written), HTML, Linux, MS-Excel, MS-Office, MS-Word, Amazon Web Server (AWS), MS-PowerPoint",247
230,3,3,0,0,"Artificial Intelligence, Java, Machine Learning, MySQL, Python, .NET, Amazon Web Server (AWS), C Programming, C++ Programming, CSS, Cloud Computing, Data Structures, HTML, JavaScript, MS-Excel, MS-Word, React Native, Software Testing, Blockchain, C#",249
231,1,0,0,0,"C Programming, Data Structures, Database Management System (DBMS), HTML, CSS, Java, JavaScript, Python",250
232,2,2,0,2,"Content Writing, C++ Programming, CSS, Data Science, Deep Learning, HTML, Machine Learning, MongoDB, Python, Canva, Flask, JavaScript",251
233,3,3,1,2,"Data Science, Machine Learning, Python, Artificial intelligence, C Programming, Deep Learning, GitHub, MySQL, Natural Language Processing (NLP)",252
234,2,0,0,0,"Odoo, ERP Implementation and Deployment, Enterprise Resource Planning(ERP), Python, SQL, WordPress",253
235,1,0,0,0,"MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Adobe Photoshop Lightroom CC, C Programming, CSS, Content Writing, English Proficiency (Spoken), English Proficiency (Written), HTML, Java, Social Media Marketing, Video Editing, Video Making, Blockchain, Ethereum, JavaScript, Python, Solidity, WordPress",255
236,3,1,0,0,"Python, C++ Programming, Data Analytics, HTML, Java, MS-Excel, SQL, Data Science, JavaScript, Machine Learning",256
237,2,0,0,0,"Robotics, Arduino, Image Processing, Python, Sketch, Database Management System (DBMS), Internet of Things (IoT), R Programming",257
238,2,2,0,0,"Data Analytics, C++ Programming, CSS, English Proficiency (Written), HTML, Machine Learning, Python, C Programming",258
239,2,2,0,2,"Figma, AutoCAD, Data Science, Deep Learning, Machine Learning, Python, SQL, Tableau, MATLAB",259
240,2,2,2,2,"American English, English Proficiency (Spoken), English Proficiency (Written), VS Code, Algorithms, C Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Git, Git Bash, GitHub, Java, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, C++ Programming",260
241,0,0,0,0,MS-Office,261
242,0,0,0,0,"AutoCAD, Catia, MS-Office",262
243,2,2,2,2,"English Proficiency (Spoken), English Proficiency (Written), Neural Networks, C++ Programming, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Flutter, Machine Learning, Natural Language Processing (NLP), OpenCV, Python, SQL, Statistics, Git Bash, Git SVN, Power BI",266
244,0,2,2,2,"Blender 3D, C#, Deep Learning, MEAN/MERN Stack, Machine Learning, Natural Language Processing (NLP), Unity Engine",267
245,2,2,0,2,"C++ Programming, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL, Django, Node.js",269
246,0,0,0,0,"Bootstrap, CSS, HTML, JavaScript, ReactJS, WordPress",270
247,3,2,0,0,"Git, GitHub, Python, Bootstrap, CSS, HTML, JavaScript, Machine Learning, ReactJS, Artificial Intelligence",271
248,3,3,3,2,"Data Science, Machine Learning, Natural Language Processing (NLP), Python, Data Analytics, Deep Learning, Neural Networks, Power BI, SQL",272
249,3,2,2,2,"Python, Data Analytics, Data Science, Deep Learning, Git, Java, MS-Excel, Machine Learning, Natural Language Processing (NLP), SQL",273
250,2,2,0,2,"English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Marathi Proficiency(Spoken), Marathi Proficiency(Written), VS Code, BIG DATA ANALYTICS, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), MS-Excel, Machine Learning, Power BI, Python, SQL, Statistics, Django, Flask",274
251,3,2,2,2,"Data Analytics, MS-Excel, Python, SQL, Data Science, Deep Learning, Git, Machine Learning, Natural Language Processing (NLP), R Programming",275
252,2,2,0,0,"MySQL, Java, Machine Learning, Manual Testing, Python",276
253,3,3,0,0,"Data Science, Django, Image Processing, Machine Learning, Python, SQL, Unity 3D, Arduino, C Programming, Java, PostgreSQL",277
254,2,1,0,0,"C++ Programming, Data Structures, MS-PowerPoint, MySQL, Python, Artificial Intelligence, Data Science, MS-Excel, Machine Learning",278
255,2,2,0,2,"Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), FastAPI, Hadoop, MS-Excel, Machine Learning, MySQL, Python, SQL, Statistics, REST API, Tableau",281
256,2,0,0,0,"Java, Data Science, Python, web3.js, Data Analytics",282
257,0,0,0,0,"Java, Computer Networks, Linux",283
258,0,0,0,0,"C++ Programming, MS-Excel",284
259,2,1,0,0,"Java, Python, SQL, Artificial Intelligence, Machine Learning",285
260,2,2,0,0,"MS-Word, Statistics, Data Science, MS-Excel, MS-PowerPoint, Machine Learning, Python, R Programming, Power BI",286
261,2,2,1,1,"C++ Programming, Data Science, Machine Learning, Python, R Programming, Artificial Intelligence, Deep Learning, Natural Language Processing (NLP)",287
262,2,0,0,0,"AutoCAD, Python",288
263,3,2,0,0,"Image Processing, Python, Artificial intelligence, Computer Vision, Data Science, Google Cloud Computing, Machine Learning, Robotic Process Automation (RPA)",289
264,0,0,0,0,"Blockchain, Ethereum, HTML, JavaScript, Node.js",290
265,2,0,0,0,"Computer Networking, LabVIEW, R Programming, Artificial Intelligence, BIG DATA ANALYTICS, C#, C++ Programming, Java, Python, SAP",291
266,1,2,0,0,"C++ Programming, CSS, Data Structures, HTML, Java, Machine Learning, C Programming, JavaScript, Python",292
267,3,3,2,2,"Computer Vision, Data Science, English Proficiency (Spoken), English Proficiency (Written), HTML, Linux, MS-Excel, Machine Learning, MySQL, Neural Networks, Power BI, Python, SQL, Tableau, Amazon Web Services (AWS), CSS, Data Analytics, Data Structures, Deep Learning, GitHub, Google Cloud Computing, Natural Language Processing (NLP), Cloud Computing",293
268,0,0,0,0,"Angular 7.0, CSS, HTML, JavaScript, TypeScript, Flutter",294
269,3,3,0,2,"English Proficiency (Spoken), Machine Learning, Python, C Programming, C++ Programming, Deep Learning, Django, JavaScript, MS-Excel, MySQL, BIG DATA ANALYTICS",295
270,2,2,2,2,"C Programming, CSS, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, HTML, Machine Learning, MongoDB, Natural Language Processing (NLP), Python, SQL, C++ Programming",296
271,1,1,1,0,"Amazon Web Services (AWS), Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python",297
272,0,0,0,0,"MS-Excel, MS-Office, MS-PowerPoint, ARM Microcontroller, Analog And Digital Circuits, Embedded Systems, MATLAB, PCB Design, PCB Soldering, VHDL",298
273,3,2,0,0,"Algorithms, Data Structures, Neural Networks, Python, Machine Learning, CSS, Django, HTML, ReactJS",299
274,3,3,2,3,"Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Flask, GitHub, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Mathematics, Python, Tableau, Teaching, CSS, Data Analytics, Data Science, Django, HTML, Natural Language Processing (NLP), Power BI, R Programming, SQL",300
